"Name","Address","City","State","ZIP/Postal","Phone","BusCode","BusOrRes","SolicitFlag","BusType","Last Name","First Name","Middle Initial","Suffix","Secondary Name","URL","Country"
"Arts Culture and Heritage","","Tsiigehtchic","NT","X0E","867-953-3820","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Arts Culture and Heritage","","Yellowknife","NT","X1A","867-669-2800","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Arts Culture and Heritage","","Yellowknife","NT","X1A","867-669-2809","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Arts Culture and Heritage","","Yellowknife","NT","X1A","867-873-0205","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Arts Culture and Heritage","","Yellowknife","NT","X1A","867-873-6370","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Arts Culture and Heritage","","Yellowknife","NT","X1A","867-873-7551","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Arts Culture and Heritage","","Yellowknife","NT","X1A","867-873-7551","154520","B","N","MUSEUMS","","","","","","","CA"
"Arts Culture and Heritage","","Yellowknife","NT","X1A","867-873-7698","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Arts Culture and Heritage","","Yellowknife","NT","X1A","867-873-7698","135510","B","N","LIBRARIES PUBLIC","","","","","","","CA"
"Arts Culture and Heritage","","Yellowknife","NT","X1A","867-920-5600","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Arts Culture and Heritage","","Yellowknife","NT","X1A","867-920-5649","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Arts Culture and Heritage","","Yellowknife","NT","X1A","867-920-6370","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Arts Culture and Heritage","","Yellowknife","NT","X1A","867-920-8841","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Arts Line","","Yellowknife","NT","X1A","867-873-2787","0","B","N","","","","","","","","CA"
"Ashton Chartered Accountants","","Hay River","NT","X0E","867-874-3775","10280","B","N","ACCOUNTANTS","","","","","","","CA"
"Ashton Chartered Accountants","6 Courtoreille","Hay River","NT","X0E","867-874-6775","10280","B","","ACCOUNTANTS","","","","","","","CA"
"Ashton Chartered Accountants","6 Courtoreille","Hay River","NT","X0E","867-874-6775","43190","B","","BUSINESS CONSULTANTS & ADVISORS","","","","","","","CA"
"Ashton Chartered Accountants","6 Courtoreille","Hay River","NT","X0E","867-874-6775","141560","B","","MANAGEMENT CONSULTANTS","","","","","","","CA"
"Ashton Mining","","Yellowknife","NT","X1A","867-920-2373","150050","B","N",""MINING COMPANIES, CONTRACTORS & BROKERS"","","","","","","","CA"
"Assn of Communities","","Yellowknife","NT","X1A","867-873-5801","269997","B","N","INSURANCE-LIFE HEALTH & TRAVEL","","","","","","","CA"
"Assn of Communities","5201 50 Ave","Yellowknife","NT","X1A","867-873-8359","20670","B","","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Association Des Francophones Du","Mackenzie","Inuvik","NT","X0E","867-678-2661","0","B","","","","","","","","","CA"
"Association Franco Culturelle De","","Hay River","NT","X0E","867-874-2687","0","B","N","","","","","","","","CA"
"Association Franco Culturelle De","","Hay River","NT","X0E","867-874-3171","0","B","N","","","","","","","","CA"
"Association Franco Culturelle De","","Yellowknife","NT","X1A","867-873-2158","0","B","N","","","","","","","","CA"
"Association Franco Culturelle De","5016 48 St","Yellowknife","NT","X1A","867-873-3292","20670","B","","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Association Francophone","","Fort Smith","NT","X0E","867-872-5710","0","B","N","","","","","","","","CA"
"Association Francophone","212 McDougal Rd","Fort Smith","NT","X0E","867-872-2338","0","B","","","","","","","","","CA"
"Association of Professional En","4817 49 St","Yellowknife","NT","X1A","867-920-4055","20670","B","","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Association of Professional En","4817 49 St","Yellowknife","NT","X1A","867-920-4055","83790","B","","ENGINEERS CONSULTING","","","","","","","CA"
"Association of Professional En","4817 49 St","Yellowknife","NT","X1A","867-920-4055","104270","B","","GEOLOGISTS","","","","","","","CA"
"Associations","","Deline","NT","X0E","867-589-3131","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Deline","NT","X0E","867-589-3131","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Deline","NT","X0E","867-589-4014","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Deline","NT","X0E","867-589-4014","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort Good Hope","NT","X0E","867-598-2026","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Fort Good Hope","NT","X0E","867-598-2026","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort Good Hope","NT","X0E","867-598-2290","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Fort Good Hope","NT","X0E","867-598-2290","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort McPherson","NT","X0E","867-952-2021","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort McPherson","NT","X0E","867-952-2125","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort Providence","NT","X0E","867-699-3226","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort Providence","NT","X0E","867-699-4551","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Fort Providence","NT","X0E","867-699-4551","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort Resolution","NT","X0E","867-394-3171","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Fort Resolution","NT","X0E","867-394-3171","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort Resolution","NT","X0E","867-394-5217","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort Simpson","NT","X0E","867-695-2255","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Fort Simpson","NT","X0E","867-695-2255","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort Simpson","NT","X0E","867-695-2725","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Fort Simpson","NT","X0E","867-695-2725","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort Smith","NT","X0E","867-872-2338","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort Smith","NT","X0E","867-872-2646","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Fort Smith","NT","X0E","867-872-2646","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort Smith","NT","X0E","867-872-3223","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort Smith","NT","X0E","867-872-4450","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort Smith","NT","X0E","867-872-5710","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Fort Smith","NT","X0E","867-872-6276","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Hay River","NT","X0E","867-874-2874","17020","B","N","APARTMENT RENTAL AGENCIES","","","","","","","CA"
"Associations","","Hay River","NT","X0E","867-874-2874","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Hay River","NT","X0E","867-874-3171","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Hay River","NT","X0E","867-874-6477","17020","B","N","APARTMENT RENTAL AGENCIES","","","","","","","CA"
"Associations","","Hay River","NT","X0E","867-874-6477","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Holman","NT","X0E","867-396-3256","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Holman","NT","X0E","867-396-4241","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Inuvik","NT","X0E","867-777-2166","162500","B","N",""ASSOCIATIONS, CLUBS, & ORGANIZATIONS"","","","","","","","CA"
"Associations","","Inuvik","NT","X0E","867-777-2166","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Inuvik","NT","X0E","867-777-2837","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Inuvik","NT","X0E","867-777-2924","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Inuvik","NT","X0E","867-777-2924","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Inuvik","NT","X0E","867-777-3353","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Inuvik","NT","X0E","867-777-3877","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Inuvik","NT","X0E","867-777-3877","216940","B","N","SOCIAL & HUMAN SERVICES ORGANIZATIONS","","","","","","","CA"
"Associations","","Inuvik","NT","X0E","867-777-3877","255870","B","N","WOMENS ORGANIZATIONS & SERVICES","","","","","","","CA"
"Associations","","Inuvik","NT","X0E","867-777-3941","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Inuvik","NT","X0E","867-777-7811","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Lutselk'e","NT","X0E","867-370-3207","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Lutselk'e","NT","X0E","867-370-3207","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Lutselk'e","NT","X0E","867-370-3938","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Norman Wells","NT","X0E","867-587-2302","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Norman Wells","NT","X0E","867-587-2938","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Paulatuk","NT","X0E","867-580-3110","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Paulatuk","NT","X0E","867-580-3386","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Paulatuk","NT","X0E","867-580-3386","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Sachs Harbour","NT","X0E","867-690-4703","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Sachs Harbour","NT","X0E","867-690-4703","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Sachs Harbour","NT","X0E","867-690-4804","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Tsiigehtchic","NT","X0E","867-953-3201","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Tsiigehtchic","NT","X0E","867-953-3201","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Tsiigehtchic","NT","X0E","867-953-3302","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Tuktoyaktuk","NT","X0E","867-977-2313","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Tuktoyaktuk","NT","X0E","867-977-2313","119660","B","N","HOUSING PROVIDERS","","","","","","","CA"
"Associations","","Tuktoyaktuk","NT","X0E","867-977-2594","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Tuktoyaktuk","NT","X0E","867-977-2594","119660","B","N","HOUSING PROVIDERS","","","","","","","CA"
"Associations","","Tulita","NT","X0E","867-588-3816","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Tulita","NT","X0E","867-588-4111","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-669-3145","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-0285","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-0286","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-0452","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-2158","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-2366","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-2366","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-2647","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-2647","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-2892","31960","B","N","BED & BREAKFAST","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-2892","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-3190","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-3190","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-3292","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-3292","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-4124","73531","B","N","DISABLED PERSONS ASSISTANCE SERVICE","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-4124","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-4927","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-4930","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-5644","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-5694","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-5694","119640","B","N","HOUSING LOW INCOME","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-6378","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-6378","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-6555","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-8230","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-8230","73531","B","N","DISABLED PERSONS ASSISTANCE SERVICE","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-8230","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-8501","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-8501","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-9323","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-9323","119640","B","N","HOUSING LOW INCOME","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-9406","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-873-9406","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-920-2777","262136","B","N","ADDICTION INFORMATION & TREATMENT CENTERS","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-920-2777","73531","B","N","DISABLED PERSONS ASSISTANCE SERVICE","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-920-2777","147111","B","N","MENTAL HEALTH SPECIALISTS","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-920-2777","192630","B","N","REHABILITATION SERVICES","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-920-2777","216940","B","N","SOCIAL & HUMAN SERVICES ORGANIZATIONS","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-920-2777","255870","B","N","WOMENS ORGANIZATIONS & SERVICES","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-920-2919","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-920-2919","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-920-4458","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-920-5658","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-920-6177","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Associations","","Yellowknife","NT","X1A","867-920-6177","255870","B","N","WOMENS ORGANIZATIONS & SERVICES","","","","","","","CA"
"Atco Frontec Services Limited NW Tel","","Inuvik","NT","X0E","867-777-3359","0","B","N","","","","","","","","CA"
"Atco Frontec Services Limited NW Tel","","Inuvik","NT","X0E","867-777-3905","0","B","N","","","","","","","","CA"
"Atco Frontec Services Ltd","","Yellowknife","NT","X1A","867-669-7371","0","B","N","","","","","","","","CA"
"Atco Frontec Services Ltd","PO Box 2039","Yellowknife","NT","X1A","867-669-7370","0","B","","","","","","","","","CA"
"Athletic & Therapeutic Massage Clinic","","Yellowknife","NT","X1A","867-669-0826","144170","B","N","MASSAGE THERAPY & THERAPISTS","","","","","","","CA"
"Athletic & Therapeutic Massage Clinic","","Yellowknife","NT","X1A","867-669-0826","144092","B","N","THERAPEUTIC MASSAGE","","","","","","","CA"
"Athletic & Therapeutic Massage Clinic","5102 Franklin Ave","Yellowknife","NT","X1A","867-873-3509","19040","B","","AROMATHERAPY PRODUCTS & SVCS","","","","","","","CA"
"Athletic & Therapeutic Massage Clinic","5102 Franklin Ave","Yellowknife","NT","X1A","867-873-3509","112710","B","","HEALTH CARE","","","","","","","CA"
"Athletic & Therapeutic Massage Clinic","5102 Franklin Ave","Yellowknife","NT","X1A","867-873-3509","144160","B","","MASSAGE THERAPISTS CERTIFIED AND/OR REGISTERED","","","","","","","CA"
"Atlas Copco Construction An","","Yellowknife","NT","X1A","867-920-7793","0","B","N","","","","","","","","CA"
"Atlas Copco Construction An","4503 52 Ave","Yellowknife","NT","X1A","867-920-7795","150100","B","","MINING EQUIP & SUPLS","","","","","","","CA"
"Atmospheric Environment Service Upper A","","Norman Wells","NT","X0E","867-587-2400","85740","B","N","ENVIRONMENTAL & ECOLOGICAL CONSULTANTS","","","","","","","CA"
"Atmospheric Environment Services","Ft Smith Upper Air Station","Fort Smith","NT","X0E","867-872-2241","85740","B","","ENVIRONMENTAL & ECOLOGICAL CONSULTANTS","","","","","","","CA"
"Ats Services Community Aerodrome Radio","","Fort Simpson","NT","X0E","867-695-2491","187760","B","N","RADIO BROADCASTING COMPANIES & STATIONS","","","","","","","CA"
"Ats Services Community Aerodrome Radio","","Lutselk'e","NT","X0E","867-370-3171","187760","B","N","RADIO BROADCASTING COMPANIES & STATIONS","","","","","","","CA"
"Ats Services Community Aerodrome Radio","","Lutselk'e","NT","X0E","867-370-3434","187760","B","N","RADIO BROADCASTING COMPANIES & STATIONS","","","","","","","CA"
"Ats Services Community Aerodrome Radio","","Fort Liard","NT","X0G","867-770-3171","187760","B","N","RADIO BROADCASTING COMPANIES & STATIONS","","","","","","","CA"
"Ats Services Community Aerodrome Radio","","Fort Liard","NT","X0G","867-770-3172","187760","B","N","RADIO BROADCASTING COMPANIES & STATIONS","","","","","","","CA"
"Ats Services Ltd","","Yellowknife","NT","X1A","867-669-2008","85740","B","N","ENVIRONMENTAL & ECOLOGICAL CONSULTANTS","","","","","","","CA"
"Ats Services Ltd","","Yellowknife","NT","X1A","867-669-2009","0","B","N","","","","","","","","CA"
"Audiology Clinics","","Inuvik","NT","X0E","867-777-8036","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Audiology Clinics","","Inuvik","NT","X0E","867-777-8135","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Audiology Clinics","","Yellowknife","NT","X1A","867-669-3130","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Audiology Clinics","","Yellowknife","NT","X1A","867-669-4128","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Auditor General of Canada","4922 48th St","Yellowknife","NT","X1A","867-920-2328","0","B","","","","","","","","","CA"
"Aulavik National Park","","Sachs Harbour","NT","X0E","867-690-3904","0","B","N","","","","","","","","CA"
"Aulavik National Park","","Sachs Harbour","NT","X0E","867-690-4808","0","B","N","","","","","","","","CA"
"Aurora Art Society","4911 49th St","Yellowknife","NT","X1A","867-920-7079","0","B","","","","","","","","","CA"
"Aurora Auto Sales","","Yellowknife","NT","X1A","867-766-7903","24215","B","N","AUTOMOBILE DEALERS","","","","","","","CA"
"Aurora Auto Sales","4106 49A Ave","Yellowknife","NT","X1A","867-766-7904","24220","B","","AUTO DEALERS USED CARS","","","","","","","CA"
"Aurora Auto Sales","4106 49A Ave","Yellowknife","NT","X1A","867-766-7904","241010","B","","TRUCK DEALERS","","","","","","","CA"
"Aurora Collection Services Ltd","","Yellowknife","NT","X1A","867-766-3094","57420","B","N","COLLECTION AGENCIES & SYSTEMS","","","","","","","CA"
"Aurora Collection Services Ltd","4817 49 St","Yellowknife","NT","X1A","867-766-3084","57420","B","","COLLECTION AGENCIES & SYSTEMS","","","","","","","CA"
"Aurora Collection Services Ltd","4817 49 St","Yellowknife","NT","X1A","867-766-3084","68800","B","","CREDIT REPORTING AGENCIES & CONSULTANTS","","","","","","","CA"
"Aurora College","","Aklavik","NT","X0E","867-978-2460","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","Community Learning Centre","Aklavik","NT","X0E","867-978-2224","204720","B","","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Deline","NT","X0E","867-589-4036","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","Community Learning Centre","Deline","NT","X0E","867-589-3701","204720","B","","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Fort Good Hope","NT","X0E","867-598-2744","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","Community Learning Centre","Fort Good Hope","NT","X0E","867-598-2270","204720","B","","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Fort McPherson","NT","X0E","867-952-2647","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","Community Learning Centre","Fort McPherson","NT","X0E","867-952-2559","204720","B","","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Fort Providence","NT","X0E","867-699-4305","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","Community Learning Centre","Fort Providence","NT","X0E","867-699-3231","204720","B","","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Fort Resolution","NT","X0E","867-394-3181","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","Community Learning Centre","Fort Resolution","NT","X0E","867-394-5401","204720","B","","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Fort Simpson","NT","X0E","867-695-7339","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Fort Simpson","NT","X0E","867-695-7340","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Fort Simpson","NT","X0E","867-695-7353","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Fort Smith","NT","X0E","867-872-4730","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Fort Smith","NT","X0E","867-872-7000","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Inuvik","NT","X0E","867-777-2850","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Inuvik","NT","X0E","867-777-7806","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Inuvik","NT","X0E","867-777-7813","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Inuvik","NT","X0E","867-777-7817","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Inuvik","NT","X0E","867-777-7871","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Inuvik","NT","X0E","867-777-7878","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Inuvik","NT","X0E","867-777-7891","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","PO Box 1008","Inuvik","NT","X0E","867-777-7800","204720","B","","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Lutselk'e","NT","X0E","867-370-3013","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Lutselk'e","NT","X0E","867-370-3902","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","","Tulita","NT","X0E","867-588-4714","204720","B","N","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
"Aurora College","Community Learning Centre","Tulita","NT","X0E","867-588-4313","204720","B","","SCHOOL COLLEGES & UNIVERSITIES","","","","","","","CA"
