"Name","Address","City","State","ZIP/Postal","Phone","BusCode","BusOrRes","SolicitFlag","BusType","Last Name","First Name","Middle Initial","Suffix","Secondary Name","URL","Country"
"Baffin Department of Health & Social","","Iqaluit","NU","X0A","867-979-7659","217160","B","N","SOCIAL SERVICE ORGANIZATIONS HEALTH SERVICES","","","","","","","CA"
"Baffin Department of Health & Social","","Iqaluit","NU","X0A","867-979-7660","217040","B","N","SOCIAL SERVICE & WELFARE ORGANIZATIONS","","","","","","","CA"
"Baffin Department of Health & Social","","Iqaluit","NU","X0A","867-979-7669","217040","B","N","SOCIAL SERVICE & WELFARE ORGANIZATIONS","","","","","","","CA"
"Baffin Department of Health & Social","","Iqaluit","NU","X0A","867-979-7670","217040","B","N","SOCIAL SERVICE & WELFARE ORGANIZATIONS","","","","","","","CA"
"Baffin Department of Health & Social","","Iqaluit","NU","X0A","867-979-7680","88410","B","N","FAMILY SERVICES","","","","","","","CA"
"Baffin Department of Health & Social","","Iqaluit","NU","X0A","867-979-7680","147111","B","N","MENTAL HEALTH SPECIALISTS","","","","","","","CA"
"Baffin Department of Health & Social","","Iqaluit","NU","X0A","867-979-7680","217040","B","N","SOCIAL SERVICE & WELFARE ORGANIZATIONS","","","","","","","CA"
"Baffin Department of Health & Social","","Iqaluit","NU","X0A","867-979-7689","88410","B","N","FAMILY SERVICES","","","","","","","CA"
"Baffin Department of Health & Social","","Iqaluit","NU","X0A","867-979-7689","147111","B","N","MENTAL HEALTH SPECIALISTS","","","","","","","CA"
"Baffin Department of Health & Social","","Iqaluit","NU","X0A","867-979-7689","217040","B","N","SOCIAL SERVICE & WELFARE ORGANIZATIONS","","","","","","","CA"
"Baffin Department of Health Board","","Iqaluit","NU","X0A","867-979-0488","0","B","N","","","","","","","","CA"
"Baffin Developments Ltd","","Iqaluit","NU","X0A","867-979-4874","41230","B","N","BUILDERS & CONTRACTORS","","","","","","","CA"
"Baffin Developments Ltd","PO Box 1077","Iqaluit","NU","X0A","867-979-6019","0","B","","","","","","","","","CA"
"Baffin Electronics & Appliance Servi","","Iqaluit","NU","X0A","867-979-0229","17280","B","N","APPLIANCES SERVICE & REPAIR","","","","","","","CA"
"Baffin Electronics & Appliance Servi","","Iqaluit","NU","X0A","867-979-6560","79080","B","N","ELECTRIC EQUIP SERVICE & REPAIRING","","","","","","","CA"
"Baffin Fisheries Coalition","","Clyde River","NU","X0A","867-924-6124","0","B","N","","","","","","","","CA"
"Baffin Fisheries Coalition","","Iqaluit","NU","X0A","867-979-3066","0","B","N","","","","","","","","CA"
"Baffin Fisheries Coalition","","Iqaluit","NU","X0A","867-979-3068","0","B","N","","","","","","","","CA"
"Baffin Fisheries Coalition","","Iqaluit","NU","X0A","867-979-3070","0","B","N","","","","","","","","CA"
"Baffin Flowers and Gifts Studio","Bldg 1085E","Iqaluit","NU","X0A","867-979-4200","95380","B","","FLORIST SHOPS","","","","","","","CA"
"Baffin Flowers and Gifts Studio","Bldg 1085E","Iqaluit","NU","X0A","867-979-4200","104770","B","","GIFTS","","","","","","","CA"
"Baffin Gas Bar","","Iqaluit","NU","X0A","867-979-3729","0","B","N","","","","","","","","CA"
"Baffin Gas Bar","Bldg 1057","Iqaluit","NU","X0A","867-979-0636","209750","B","","SERVICE STATIONS","","","","","","","CA"
"Baffin Ground Handling Services","","Iqaluit","NU","X0A","867-979-0578","0","B","N","","","","","","","","CA"
"Baffin Ground Handling Services","","Iqaluit","NU","X0A","867-979-0954","0","B","N","","","","","","","","CA"
"Baffin Hair & Tanning Studio","","Iqaluit","NU","X0A","867-979-6571","228910","B","N","TANNING SALON","","","","","","","CA"
"Baffin Island Canners Ltd","","Iqaluit","NU","X0A","867-979-0824","109400","B","N","GROCERS WHOLESALE","","","","","","","CA"
"Baffin Island Canners Ltd","","Iqaluit","NU","X0A","867-979-0824","109430","B","N","GROCERY STORES","","","","","","","CA"
"Baffin Island Canners Ltd","Bldg 1095","Iqaluit","NU","X0A","867-979-6677","109400","B","","GROCERS WHOLESALE","","","","","","","CA"
"Baffin Island Canners Ltd","Bldg 1095","Iqaluit","NU","X0A","867-979-6677","109430","B","","GROCERY STORES","","","","","","","CA"
"Baffin Optical","","Iqaluit","NU","X0A","867-979-0077","0","B","N","","","","","","","","CA"
"Baffin Optical","","Iqaluit","NU","X0A","867-979-4300","162110","B","N","OPTICIANS DISPENSING","","","","","","","CA"
"Baffin Optical","","Iqaluit","NU","X0A","867-979-4300","225390","B","N","SUN GLASSES & SUN GOGGLES","","","","","","","CA"
"Baffin Regional Agvvik Society","","Iqaluit","NU","X0A","867-979-0328","0","B","N","","","","","","","","CA"
"Baffin Regional Agvvik Society","","Iqaluit","NU","X0A","867-979-4566","255870","B","N","WOMENS ORGANIZATIONS & SERVICES","","","","","","","CA"
"Baffin Regional Fire Marshall","","Cape Dorset","NU","X0A","867-897-8006","91770","B","N","FIRE DEPARTMENT","","","","","","","CA"
"Baffin Regional Fire Marshall","","Cape Dorset","NU","X0A","867-897-8014","91770","B","N","FIRE DEPARTMENT","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7300","112710","B","N","HEALTH CARE","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7300","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7306","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7309","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7310","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7316","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7318","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7328","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7330","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7335","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7338","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7341","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7344","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7346","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7347","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7352","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7358","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Regional Hospital","","Iqaluit","NU","X0A","867-979-7374","118670","B","N","HOSPITALS","","","","","","","CA"
"Baffin Snowmobile Repair Shop Ltd","","Iqaluit","NU","X0A","867-979-5804","0","B","N","","","","","","","","CA"
"Baffin Snowmobile Repair Shop Ltd","","Iqaluit","NU","X0A","867-979-5963","0","B","N","","","","","","","","CA"
"Baffin Snowmobile Repair Shop Ltd","925 Federal Rd","Iqaluit","NU","X0A","867-979-6631","0","B","","","","","","","","","CA"
"Baha'l House","","Baker Lake","NU","X0C","867-793-4040","0","B","N","","","","","","","","CA"
"Bahai Group of Iqaluit","","Iqaluit","NU","X0A","867-979-6580","53000","B","N","CHURCH & RELIGIOUS ASSOCIATIONS & ORGANIZATIONS","","","","","","","CA"
"Bahai Group of Iqaluit","","Iqaluit","NU","X0A","867-979-6580","258037","B","N","CHURCHES BAHA'I","","","","","","","CA"
"Baker Lake Contracting & Supplies Ltd","","Baker Lake","NU","X0C","867-793-2545","0","B","N","","","","","","","","CA"
"Baker Lake Contracting & Supplies Ltd","","Baker Lake","NU","X0C","867-793-2577","41230","B","N","BUILDERS & CONTRACTORS","","","","","","","CA"
"Baker Lake Contracting & Supplies Ltd","PO Box 240","Baker Lake","NU","X0C","867-793-2831","41230","B","","BUILDERS & CONTRACTORS","","","","","","","CA"
"Baker Lake Day Care Center","","Baker Lake","NU","X0C","867-793-2538","0","B","N","","","","","","","","CA"
"Baker Lake Day Care Center","","Baker Lake","NU","X0C","867-793-2935","51451","B","N","CHILD CARE SERVICE","","","","","","","CA"
"Baker Lake District Education Autho","","Baker Lake","NU","X0C","867-793-2154","0","B","N","","","","","","","","CA"
"Baker Lake District Education Autho","","Baker Lake","NU","X0C","867-793-4657","0","B","N","","","","","","","","CA"
"Baker Lake District Education Autho","","Baker Lake","NU","X0C","867-793-4659","0","B","N","","","","","","","","CA"
"Baker Lake Family Support Centre","","Baker Lake","NU","X0C","867-793-2870","0","B","N","","","","","","","","CA"
"Baker Lake Hospice Society","","Baker Lake","NU","X0C","867-793-2857","118330","B","N","HOSPICE SERVICES","","","","","","","CA"
"Baker Lake Hospice Society","","Baker Lake","NU","X0C","867-793-4190","58180","B","N","COMMUNITY ORGANIZATIONS","","","","","","","CA"
"Baker Lake Hospice Society","","Baker Lake","NU","X0C","867-793-4192","58180","B","N","COMMUNITY ORGANIZATIONS","","","","","","","CA"
"Baker Lake Hospice Society","","Baker Lake","NU","X0C","867-793-4198","0","B","N","","","","","","","","CA"
"Baker Lake Housing Association","","Baker Lake","NU","X0C","867-793-2462","20670","B","N","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Baker Lake Housing Association","","Baker Lake","NU","X0C","867-793-2516","119591","B","N","HOUSING AGENCIES","","","","","","","CA"
"Baker Lake Housing Association","","Baker Lake","NU","X0C","867-793-2880","119591","B","N","HOUSING AGENCIES","","","","","","","CA"
"Baker Lake Housing Association","","Baker Lake","NU","X0C","867-793-2885","119591","B","N","HOUSING AGENCIES","","","","","","","CA"
"Baker Lake Lodge","","Baker Lake","NU","X0C","867-793-2010","138350","B","N","LODGES","","","","","","","CA"
"Baker Lake Lodge","","Baker Lake","NU","X0C","867-793-2905","119070","B","N",""HOTELS & MOTELS, ETC. RESERVATIONS"","","","","","","","CA"
"Baker Lake Lodge","","Baker Lake","NU","X0C","867-793-2965","119070","B","N",""HOTELS & MOTELS, ETC. RESERVATIONS"","","","","","","","CA"
"Baker Lake Prenatal Nutrition Proje","Hospice Bldg","Baker Lake","NU","X0C","867-793-2626","0","B","","","","","","","","","CA"
"Barnabas Levi Mla","","Arctic Bay","NU","X0A","867-439-8050","0","B","N","","","","","","","","CA"
"Barnabas Levi Mla","","Arctic Bay","NU","X0A","867-439-8051","0","B","N","","","","","","","","CA"
"Beaches Bed and Breakfast","","Iqaluit","NU","X0A","867-979-3034","31960","B","N","BED & BREAKFAST","","","","","","","CA"
"Beaches Bed and Breakfast","","Iqaluit","NU","X0A","867-979-3512","0","B","N","","","","","","","","CA"
"Black Point Lodge","","Pond Inlet","NU","X0A","867-899-8008","0","B","N","","","","","","","","CA"
"Black Point Lodge","","Pond Inlet","NU","X0A","867-899-8010","0","B","N","","","","","","","","CA"
"Boards and Agencies","","Arviat","NU","X0C","867-857-3436","108140","B","N","GOVERNMENT OFFICES FEDERAL","","","","","","","CA"
"Boothia Inn","","Taloyoak","NU","X0B","867-561-5300","152170","B","N","MOTELS & HOTELS","","","","","","","CA"
"Boothia Inn","","Taloyoak","NU","X0B","867-561-5318","0","B","N","","","","","","","","CA"
"Bradcomm Electronics","Bldg 164","Iqaluit","NU","X0A","867-979-6485","80400","B","","ELECTRONIC EQUIP & SUPLS","","","","","","","CA"
"Brighter Futures Program","21 Coronation Dr","Kugluktuk","NU","X0B","867-982-4205","0","B","","","","","","","","","CA"
"Brown Levinia Mla","","Rankin Inlet","NU","X0C","867-645-4865","0","B","N","","","","","","","","CA"
"Brown Levinia Mla","","Rankin Inlet","NU","X0C","867-645-4866","0","B","N","","","","","","","","CA"
"By-Law","","Baker Lake","NU","X0C","867-793-2144","0","B","N","","","","","","","","CA"
"C B C Kitikmeot Bureau","","Cambridge Bay","NU","X0B","867-983-2872","0","B","N","","","","","","","","CA"
"C B C Kitikmeot Bureau","","Cambridge Bay","NU","X0B","867-983-2917","0","B","N","","","","","","","","CA"
"C B C Kitikmeot Bureau","PO Box 2248","Cambridge Bay","NU","X0B","867-983-2077","187760","B","","RADIO BROADCASTING COMPANIES & STATIONS","","","","","","","CA"
"C B C Kivalliq","","Rankin Inlet","NU","X0C","867-645-2254","0","B","N","","","","","","","","CA"
"C B C Kivalliq","","Rankin Inlet","NU","X0C","867-645-2632","0","B","N","","","","","","","","CA"
"C B C Kivalliq","","Rankin Inlet","NU","X0C","867-645-2820","0","B","N","","","","","","","","CA"
"C B C Kivalliq","PO Box 130","Rankin Inlet","NU","X0C","867-645-2244","0","B","","","","","","","","","CA"
"C B C North Radio & Tv","","Iqaluit","NU","X0A","867-979-6100","58030","B","N","COMMUNICATION COMPANIES & SERVICES","","","","","","","CA"
"C B C North Radio & Tv","","Rankin Inlet","NU","X0C","867-645-2244","58030","B","N","COMMUNICATION COMPANIES & SERVICES","","","","","","","CA"
"C B C Nunavut","","Iqaluit","NU","X0A","867-979-6101","0","B","N","","","","","","","","CA"
"C B C Nunavut","","Iqaluit","NU","X0A","867-979-6144","0","B","N","","","","","","","","CA"
"C B C Nunavut","","Iqaluit","NU","X0A","867-979-6147","0","B","N","","","","","","","","CA"
"C B C Nunavut","","Iqaluit","NU","X0A","867-979-6151","0","B","N","","","","","","","","CA"
"C B C Nunavut","PO Box 490","Iqaluit","NU","X0A","867-979-6100","0","B","","","","","","","","","CA"
"C I B C","611 Ring Rd","Iqaluit","NU","X0A","867-979-8663","29090","B","","BANKS","","","","","","","CA"
"C I B C","","Rankin Inlet","NU","X0C","867-645-2863","29090","B","N","BANKS","","","","","","","CA"
"Calm Air International Ltd","","Arviat","NU","X0C","867-857-2733","14600","B","N","AIRLINE SERVICES","","","","","","","CA"
"Calm Air International Ltd","","Arviat","NU","X0C","867-857-2997","14600","B","N","AIRLINE SERVICES","","","","","","","CA"
"Calm Air International Ltd","","Arviat","NU","X0C","867-857-4141","14600","B","N","AIRLINE SERVICES","","","","","","","CA"
"Calm Air International Ltd","","Baker Lake","NU","X0C","867-793-2006","14600","B","N","AIRLINE SERVICES","","","","","","","CA"
"Calm Air International Ltd","","Baker Lake","NU","X0C","867-793-2188","14600","B","N","AIRLINE SERVICES","","","","","","","CA"
"Calm Air International Ltd","","Baker Lake","NU","X0C","867-793-2873","14600","B","N","AIRLINE SERVICES","","","","","","","CA"
"Calm Air International Ltd","","Baker Lake","NU","X0C","867-793-4017","14600","B","N","AIRLINE SERVICES","","","","","","","CA"
"Calm Air International Ltd","","Rankin Inlet","NU","X0C","867-645-2191","14600","B","N","AIRLINE SERVICES","","","","","","","CA"
"Calm Air International Ltd","","Rankin Inlet","NU","X0C","867-645-2746","13870","B","N","AIRCRAFT CHARTER RENTAL & LEASING SVC","","","","","","","CA"
"Calm Air International Ltd","","Rankin Inlet","NU","X0C","867-645-3320","14600","B","N","AIRLINE SERVICES","","","","","","","CA"
"Calm Air International Ltd","","Repulse Bay","NU","X0C","867-462-4091","141290","B","N","MAILING SERVICES","","","","","","","CA"
"Cambridge Bay","","Cambridge Bay","NU","X0B","867-983-2186","0","B","N","","","","","","","","CA"
"Cambridge Bay","","Cambridge Bay","NU","X0B","867-983-2193","0","B","N","","","","","","","","CA"
"Cambridge Bay","","Cambridge Bay","NU","X0B","867-983-2267","0","B","N","","","","","","","","CA"
"Cambridge Bay","","Cambridge Bay","NU","X0B","867-983-2337","0","B","N","","","","","","","","CA"
"Cambridge Bay by Law Enforcement","","Cambridge Bay","NU","X0B","867-983-2193","180680","B","N","POLICE DEPT","","","","","","","CA"
"Cambridge Bay by Law Enforcement","","Cambridge Bay","NU","X0B","867-983-2267","180680","B","N","POLICE DEPT","","","","","","","CA"
"Cambridge Bay Childcare Centre","","Cambridge Bay","NU","X0B","867-983-2492","0","B","N","","","","","","","","CA"
"Cambridge Bay Childcare Centre","","Cambridge Bay","NU","X0B","867-983-2523","51451","B","N","CHILD CARE SERVICE","","","","","","","CA"
"Cambridge Bay Childcare Centre","","Cambridge Bay","NU","X0B","867-983-3211","51451","B","N","CHILD CARE SERVICE","","","","","","","CA"
"Cambridge Bay Enterprises","","Cambridge Bay","NU","X0B","867-983-2127","0","B","N","","","","","","","","CA"
"Cambridge Bay Enterprises","","Cambridge Bay","NU","X0B","867-983-2777","153940","B","N","MOVING & STORAGE","","","","","","","CA"
"Cambridge Bay Hamlet Office","","Cambridge Bay","NU","X0B","867-983-2193","0","B","N","","","","","","","","CA"
"Cambridge Bay Hamlet Office","","Cambridge Bay","NU","X0B","867-983-2338","0","B","N","","","","","","","","CA"
"Cambridge Bay Hamlet Office","PO Box 16","Cambridge Bay","NU","X0B","867-983-2337","0","B","","","","","","","","","CA"
"Cambridge Bay Housing Assn","","Cambridge Bay","NU","X0B","867-983-2242","0","B","N","","","","","","","","CA"
"Cambridge Bay Housing Assn","","Cambridge Bay","NU","X0B","867-983-2249","0","B","N","","","","","","","","CA"
"Cambridge Bay Housing Assn","","Cambridge Bay","NU","X0B","867-983-2400","0","B","N","","","","","","","","CA"
"Cambridge Bay Housing Assn","PO Box 86","Cambridge Bay","NU","X0B","867-983-2465","20670","B","","ASSOCIATIONS SOCIETIES & FOUNDATIONS","","","","","","","CA"
"Cambridge Bay Municipal Services","","Cambridge Bay","NU","X0B","867-983-2186","0","B","N","","","","","","","","CA"
"Cambridge Bay Municipal Services","","Cambridge Bay","NU","X0B","867-983-2371","0","B","N","","","","","","","","CA"
"Cambridge Bay Youth Centre","","Cambridge Bay","NU","X0B","867-983-3338","0","B","N","","","","","","","","CA"
"Cambridge Bay Youth Centre","9 Kingmik St","Cambridge Bay","NU","X0B","867-983-3336","257460","B","","YOUTH ORGANIZATIONS CENTERS & CLUBS","","","","","","","CA"
"Canada Catering Co Ltd","","Iqaluit","NU","X0A","867-979-2975","0","B","N","","","","","","","","CA"
"Canada Catering Co Ltd","","Iqaluit","NU","X0A","867-979-4650","48960","B","N","CATERERS","","","","","","","CA"
"Canada Catering Co Ltd","","Iqaluit","NU","X0A","867-979-4650","96570","B","N","FOOD SERVICE MANAGEMENT","","","","","","","CA"
"Canada Catering Ltd","Iqaluit Campus","Iqaluit","NU","X0A","867-979-2159","48960","B","","CATERERS","","","","","","","CA"
"Canada Nunavut Business Service Centre","","Iqaluit","NU","X0A","867-979-6813","43190","B","N","BUSINESS CONSULTANTS & ADVISORS","","","","","","","CA"
"Canada Nunavut Geo Science Office","","Iqaluit","NU","X0A","867-979-0708","0","B","N","","","","","","","","CA"
"Canada Nunavut Geo Science Office","","Iqaluit","NU","X0A","867-979-3539","0","B","N","","","","","","","","CA"
"Canada Post","","Cape Dorset","NU","X0A","867-897-8811","103930","B","N","GENERAL STORES","","","","","","","CA"
"Canada Post","","Clyde River","NU","X0A","867-924-6465","43720","B","N","BUSINESS SVCS","","","","","","","CA"
"Canada Post","","Grise Fiord","NU","X0A","867-980-9913","119070","B","N",""HOTELS & MOTELS, ETC. RESERVATIONS"","","","","","","","CA"
"Canada Post","","Grise Fiord","NU","X0A","867-980-9913","56030","B","N","CO-OPERATIVE ORGANIZATIONS","","","","","","","CA"
"Canada Post","","Grise Fiord","NU","X0A","867-980-9913","152170","B","N","MOTELS & HOTELS","","","","","","","CA"
"Canada Post","","Hall Beach","NU","X0A","867-928-8821","43720","B","N","BUSINESS SVCS","","","","","","","CA"
"Canada Post","","Iqaluit","NU","X0A","867-979-5864","43720","B","N","BUSINESS SVCS","","","","","","","CA"
"Canada Post","","Pond Inlet","NU","X0A","867-899-8343","43720","B","N","BUSINESS SVCS","","","","","","","CA"
"Canada Post","","Qikiqtarjuaq","NU","X0A","867-927-8917","103930","B","N","GENERAL STORES","","","","","","","CA"
"Canada Post","","Resolute","NU","X0A","867-252-3959","43720","B","N","BUSINESS SVCS","","","","","","","CA"
"Canada Post","","Cambridge Bay","NU","X0B","867-983-2243","181690","B","N","POST OFFICES","","","","","","","CA"
"Canada Post","","Gjoa Haven","NU","X0B","867-360-7271","56030","B","N","CO-OPERATIVE ORGANIZATIONS","","","","","","","CA"
"Canada Post","","Kugaaruk","NU","X0B","867-769-6011","43720","B","N","BUSINESS SVCS","","","","","","","CA"
"Canada Post","","Kugluktuk","NU","X0B","867-982-5905","43720","B","N","BUSINESS SVCS","","","","","","","CA"
"Canada Post","","Baker Lake","NU","X0C","867-793-2273","43720","B","N","BUSINESS SVCS","","","","","","","CA"
"Canada Post","","Chesterfield Inlet","NU","X0C","867-898-9975","56030","B","N","CO-OPERATIVE ORGANIZATIONS","","","","","","","CA"
"Canada Post","","Coral Harbour","NU","X0C","867-925-9969","109430","B","N","GROCERY STORES","","","","","","","CA"
"Canada Post","","Rankin Inlet","NU","X0C","867-645-2680","181690","B","N","POST OFFICES","","","","","","","CA"
"Canada Post","","Repulse Bay","NU","X0C","867-462-4194","43720","B","N","BUSINESS SVCS","","","","","","","CA"
"Canada Post","","Whale Cove","NU","X0C","867-896-9956","109430","B","N","GROCERY STORES","","","","","","","CA"
"Canada Post Arctic Bay","","Arctic Bay","NU","X0A","867-439-9934","109430","B","N","GROCERY STORES","","","","","","","CA"
"Canada Post Arviat","","Arviat","NU","X0C","867-857-2859","181690","B","N","POST OFFICES","","","","","","","CA"
"Canada Post Igloolik","","Igloolik","NU","X0A","867-934-8727","43720","B","N","BUSINESS SVCS","","","","","","","CA"
"Canada Post Kimmirut","","Kimmirut","NU","X0A","867-939-2002","43720","B","N","BUSINESS SVCS","","","","","","","CA"
"Canada Post Pangnirtung","","Pangnirtung","NU","X0A","867-473-8940","43720","B","N","BUSINESS SVCS","","","","","","","CA"
"Canada Post Taloyoak","","Taloyoak","NU","X0B","867-561-5221","103930","B","N","GENERAL STORES","","","","","","","CA"
"Canadian Arctic Dental Laboratories","","Iqaluit","NU","X0A","867-979-2292","71770","B","N","DENTISTS","","","","","","","CA"
"Canadian Arctic Dental Laboratories","","Iqaluit","NU","X0A","867-979-2292","130510","B","N","LABORATORIES DENTAL","","","","","","","CA"
"Canadian Arctic Dental Laboratories","","Iqaluit","NU","X0A","867-979-2293","0","B","N","","","","","","","","CA"
"Canadian Coast Guard","","Iqaluit","NU","X0A","867-975-2626","268586","B","N","US COAST GUARD","","","","","","","CA"
"Canadian Coast Guard","","Iqaluit","NU","X0A","867-975-2628","268586","B","N","US COAST GUARD","","","","","","","CA"
"Canadian Food Inspection Agen","","Rankin Inlet","NU","X0C","867-645-3847","0","B","N","","","","","","","","CA"
"Canadian Helicopter Corporation","","Iqaluit","NU","X0A","867-979-0511","13870","B","N","AIRCRAFT CHARTER RENTAL & LEASING SVC","","","","","","","CA"
"Canadian Helicopter Corporation","","Iqaluit","NU","X0A","867-979-4601","0","B","N","","","","","","","","CA"
"Canadian Helicopter Corporation","","Iqaluit","NU","X0A","867-979-5215","0","B","N","","","","","","","","CA"
"Canadian Helicopters Ltd","","Cambridge Bay","NU","X0B","867-983-2962","13870","B","N","AIRCRAFT CHARTER RENTAL & LEASING SVC","","","","","","","CA"
"Canadian North","","Iqaluit","NU","X0A","867-979-3214","0","B","N","","","","","","","","CA"
"Canadian North","","Iqaluit","NU","X0A","867-979-4655","0","B","N","","","","","","","","CA"
"Canadian North","","Iqaluit","NU","X0A","867-979-5317","0","B","N","","","","","","","","CA"
"Canadian North","","Iqaluit","NU","X0A","867-979-5331","0","B","N","","","","","","","","CA"
"Canadian North","","Iqaluit","NU","X0A","867-979-5740","0","B","N","","","","","","","","CA"
"Canadian North","","Iqaluit","NU","X0A","867-979-6828","0","B","N","","","","","","","","CA"
"Canadian North","","Cambridge Bay","NU","X0B","867-983-2388","0","B","N","","","","","","","","CA"
"Canadian North","","Cambridge Bay","NU","X0B","867-983-2434","0","B","N","","","","","","","","CA"
"Canadian North","","Cambridge Bay","NU","X0B","867-983-2435","0","B","N","","","","","","","","CA"
"Canadian North","","Cambridge Bay","NU","X0B","867-983-2857","0","B","N","","","","","","","","CA"
"Canadian North","","Rankin Inlet","NU","X0C","867-645-2450","0","B","N","","","","","","","","CA"
"Canadian North","","Rankin Inlet","NU","X0C","867-645-2470","262106","B","N","CUSTOMER SERVICE REPRESENTATIVE","","","","","","","CA"
"Canadian North","","Rankin Inlet","NU","X0C","867-645-2746","13870","B","N","AIRCRAFT CHARTER RENTAL & LEASING SVC","","","","","","","CA"
"Canadian North","","Rankin Inlet","NU","X0C","867-645-3720","0","B","N","","","","","","","","CA"
"Canadrill Ltd","","Iqaluit","NU","X0A","867-979-6011","0","B","N","","","","","","","","CA"
"Canadrill Ltd","","Iqaluit","NU","X0A","867-979-6031","269499","B","N","WELL DRILLING CONTRACTORS","","","","","","","CA"
"Canadrill Ltd","","Iqaluit","NU","X0A","867-979-6562","0","B","N","","","","","","","","CA"
"Canadrill Ltd","","Iqaluit","NU","X0A","867-979-6666","0","B","N","","","","","","","","CA"
"Canarctic Graphics","","Iqaluit","NU","X0A","867-979-6010","0","B","N","","","","","","","","CA"
"Canarctic Graphics","PO Box 28","Iqaluit","NU","X0A","867-979-5990","0","B","","","","","","","","","CA"
"Canzinco-Nanisivik Mine","","Nanisivik","NU","X0A","867-436-7354","0","B","N","","","","","","","","CA"
"Canzinco-Nanisivik Mine","","Nanisivik","NU","X0A","867-436-7376","0","B","N","","","","","","","","CA"
"Canzinco-Nanisivik Mine","","Nanisivik","NU","X0A","867-436-7401","85740","B","N","ENVIRONMENTAL & ECOLOGICAL CONSULTANTS","","","","","","","CA"
"Canzinco-Nanisivik Mine","","Nanisivik","NU","X0A","867-436-7435","0","B","N","","","","","","","","CA"
"Canzinco-Nanisivik Mine","","Nanisivik","NU","X0A","867-436-7502","0","B","N","","","","","","","","CA"
"Canzinco-Nanisivik Mine","","Nanisivik","NU","X0A","867-436-8000","150050","B","N",""MINING COMPANIES, CONTRACTORS & BROKERS"","","","","","","","CA"
"Cap Enterprises Ltd","","Gjoa Haven","NU","X0B","867-360-6272","31960","B","N","BED & BREAKFAST","","","","","","","CA"
"Cap Enterprises Ltd","","Gjoa Haven","NU","X0B","867-360-6272","41230","B","N","BUILDERS & CONTRACTORS","","","","","","","CA"
"Cap Enterprises Ltd","","Gjoa Haven","NU","X0B","867-360-6272","58020","B","N","COMMUNICATION & PUBLIC RELATIONS CONSULTANTS","","","","","","","CA"
"Cap Enterprises Ltd","","Gjoa Haven","NU","X0B","867-360-6272","154450","B","N","MULTIMEDIA SERVICES & SYSTEMS","","","","","","","CA"
"Cap Enterprises Ltd","","Gjoa Haven","NU","X0B","867-360-6272","213730","B","N","SIGHTSEEING TOURS & ATTRACTIONS","","","","","","","CA"
"Cap Enterprises Ltd","","Gjoa Haven","NU","X0B","867-360-7011","31960","B","N","BED & BREAKFAST","","","","","","","CA"
"Cape Dorset Department of Housing & Mu","","Cape Dorset","NU","X0A","867-897-8556","0","B","N","","","","","","","","CA"
"Cape Dorset Department of Housing & Mu","","Cape Dorset","NU","X0A","867-897-8878","0","B","N","","","","","","","","CA"
"Cape Dorset Family Resource Centre","","Cape Dorset","NU","X0A","867-897-8534","0","B","N","","","","","","","","CA"
"Cape Dorset Fm Radio","","Cape Dorset","NU","X0A","867-897-8875","187760","B","N","RADIO BROADCASTING COMPANIES & STATIONS","","","","","","","CA"
"Capital Construction Ltd","","Iqaluit","NU","X0A","867-979-4319","41230","B","N","BUILDERS & CONTRACTORS","","","","","","","CA"
